milestone_id,project_id,milestone_name,milestone_type,planned_date,actual_date,status,completion_percentage,budget_allocated,budget_spent,responsible_person,created_date,updated_date
MLS123,PRJ023,เริ่มโครงการ - โครงการสนามกีฬา ใหม่ 23,เริ่มโครงการ,2024-09-06,2024-09-13,ยกเลิก,35,55620000,37821600,สมชาย วงศ์ใหญ่,2023-03-03,2024-12-27
MLS124,PRJ023,โครงสร้างหลัก - โครงการสนามกีฬา ใหม่ 23,โครงสร้างหลัก,2025-01-18,2025-01-15,ยกเลิก,94,89610000,63623100,สมชาย วงศ์ใหญ่,2023-03-03,2024-12-27
MLS125,PRJ023,วางฐานราก - โครงการสนามกีฬา ใหม่ 23,วางฐานราก,2025-07-31,2025-08-01,กำลังดำเนินการ,62,55620000,61182000,สมชาย วงศ์ใหญ่,2023-03-03,2024-12-27
MLS126,PRJ024,ส่งมอบงาน - โครงการโรงพยาบาล ใหม่ 24,ส่งมอบงาน,2025-06-21,,กำลังดำเนินการ,76,43800000,28470000,ประเสริฐ แก้วมี,2023-09-25,2024-10-20
MLS127,PRJ024,ส่งมอบงาน - โครงการโรงพยาบาล ใหม่ 24,ส่งมอบงาน,2024-12-11,,เลื่อนออกไป,30,50370000,54903300,ประเสริฐ แก้วมี,2023-09-25,2024-10-20
MLS128,PRJ024,ทดสอบระบบ - โครงการโรงพยาบาล ใหม่ 24,ทดสอบระบบ,2025-05-07,,ยกเลิก,93,32850000,23980500,ประเสริฐ แก้วมี,2023-09-25,2024-10-20
MLS129,PRJ024,ส่งมอบงาน - โครงการโรงพยาบาล ใหม่ 24,ส่งมอบงาน,2025-03-19,2025-03-25,กำลังดำเนินการ,59,28470000,17936100,ประเสริฐ แก้วมี,2023-09-25,2024-10-20
MLS130,PRJ024,งานระบบ - โครงการโรงพยาบาล ใหม่ 24,งานระบบ,2025-05-25,2025-06-18,เลื่อนออกไป,60,37230000,31273200,ประเสริฐ แก้วมี,2023-09-25,2024-10-20
MLS131,PRJ025,วางฐานราก - โครงการอาคารที่พักอาศัย ใหม่ 25,วางฐานราก,2026-02-16,,เลื่อนออกไป,48,16600000,12948000,ประเสริฐ แก้วมี,2024-07-30,2024-09-16
MLS132,PRJ025,ทดสอบระบบ - โครงการอาคารที่พักอาศัย ใหม่ 25,ทดสอบระบบ,2025-07-11,,ยกเลิก,81,18260000,12051600,ประเสริฐ แก้วมี,2024-07-30,2024-09-16
MLS133,PRJ025,โครงสร้างหลัก - โครงการอาคารที่พักอาศัย ใหม่ 25,โครงสร้างหลัก,2025-11-07,,เสร็จสิ้น,42,49800000,56772000,ประเสริฐ แก้วมี,2024-07-30,2024-09-16
MLS134,PRJ025,โครงสร้างหลัก - โครงการอาคารที่พักอาศัย ใหม่ 25,โครงสร้างหลัก,2025-05-22,,ยกเลิก,50,29880000,30178800,ประเสริฐ แก้วมี,2024-07-30,2024-09-16
MLS135,PRJ025,งานระบบ - โครงการอาคารที่พักอาศัย ใหม่ 25,งานระบบ,2026-10-22,,ยกเลิก,98,28220000,29913200,ประเสริฐ แก้วมี,2024-07-30,2024-09-16
MLS136,PRJ025,วางฐานราก - โครงการอาคารที่พักอาศัย ใหม่ 25,วางฐานราก,2026-02-05,2026-02-06,ยังไม่เริ่ม,86,33200000,31540000,ประเสริฐ แก้วมี,2024-07-30,2024-09-16
MLS137,PRJ026,ส่งมอบงาน - โครงการลานจอดรถ ขยาย 26,ส่งมอบงาน,2024-06-28,2024-06-24,เลื่อนออกไป,44,118300000,78078000,สมชาย วงศ์ใหญ่,2023-08-13,2024-12-24
MLS138,PRJ026,วางฐานราก - โครงการลานจอดรถ ขยาย 26,วางฐานราก,2024-10-17,2024-10-09,ยังไม่เริ่ม,7,45500000,45045000,สมชาย วงศ์ใหญ่,2023-08-13,2024-12-24
MLS139,PRJ026,งานตกแต่ง - โครงการลานจอดรถ ขยาย 26,งานตกแต่ง,2025-04-26,,ยกเลิก,81,72800000,87360000,สมชาย วงศ์ใหญ่,2023-08-13,2024-12-24
MLS140,PRJ026,เริ่มโครงการ - โครงการลานจอดรถ ขยาย 26,เริ่มโครงการ,2024-07-25,2024-08-22,ยกเลิก,23,63700000,53508000,สมชาย วงศ์ใหญ่,2023-08-13,2024-12-24
MLS141,PRJ027,ทดสอบระบบ - โครงการลานจอดรถ ใหม่ 27,ทดสอบระบบ,2024-08-17,2024-09-05,เลื่อนออกไป,35,57840000,57840000,ราชันย์ สุขศรี,2024-03-31,2024-06-11
MLS142,PRJ027,ส่งมอบงาน - โครงการลานจอดรถ ใหม่ 27,ส่งมอบงาน,2024-12-19,,กำลังดำเนินการ,99,96400000,73264000,ราชันย์ สุขศรี,2024-03-31,2024-06-11
MLS143,PRJ027,เริ่มโครงการ - โครงการลานจอดรถ ใหม่ 27,เริ่มโครงการ,2024-10-03,,เสร็จสิ้น,7,106040000,89073600,ราชันย์ สุขศรี,2024-03-31,2024-06-11
MLS144,PRJ027,โครงสร้างหลัก - โครงการลานจอดรถ ใหม่ 27,โครงสร้างหลัก,2024-09-27,2024-09-21,กำลังดำเนินการ,78,120500000,143395000,ราชันย์ สุขศรี,2024-03-31,2024-06-11
MLS145,PRJ028,วางฐานราก - โครงการโรงเรียน ขยาย 28,วางฐานราก,2025-08-03,2025-08-02,เลื่อนออกไป,27,29430000,32078700,อนงค์ มณีแสง,2023-02-22,2024-09-18
MLS146,PRJ028,งานตกแต่ง - โครงการโรงเรียน ขยาย 28,งานตกแต่ง,2025-08-02,2025-08-20,ยังไม่เริ่ม,9,19620000,12949200,อนงค์ มณีแสง,2023-02-22,2024-09-18
MLS147,PRJ028,เริ่มโครงการ - โครงการโรงเรียน ขยาย 28,เริ่มโครงการ,2025-06-26,,เลื่อนออกไป,19,26160000,15957600,อนงค์ มณีแสง,2023-02-22,2024-09-18
MLS148,PRJ028,ทดสอบระบบ - โครงการโรงเรียน ขยาย 28,ทดสอบระบบ,2025-07-31,2025-07-23,กำลังดำเนินการ,89,23980000,18464600,อนงค์ มณีแสง,2023-02-22,2024-09-18
MLS149,PRJ028,โครงสร้างหลัก - โครงการโรงเรียน ขยาย 28,โครงสร้างหลัก,2025-03-26,2025-04-17,เลื่อนออกไป,51,27250000,24525000,อนงค์ มณีแสง,2023-02-22,2024-09-18
MLS150,PRJ028,ส่งมอบงาน - โครงการโรงเรียน ขยาย 28,ส่งมอบงาน,2025-09-14,,กำลังดำเนินการ,0,13080000,12295200,อนงค์ มณีแสง,2023-02-22,2024-09-18
MLS151,PRJ028,งานระบบ - โครงการโรงเรียน ขยาย 28,งานระบบ,2025-08-25,,ยกเลิก,68,27250000,18257500,อนงค์ มณีแสง,2023-02-22,2024-09-18
MLS152,PRJ029,โครงสร้างหลัก - โครงการอาคารสำนักงาน แห่งที่ 29,โครงสร้างหลัก,2026-09-07,2026-08-31,ยังไม่เริ่ม,46,26100000,26361000,พจน์ สมบูรณ์,2024-03-13,2024-12-19
MLS153,PRJ029,งานตกแต่ง - โครงการอาคารสำนักงาน แห่งที่ 29,งานตกแต่ง,2027-03-01,,เลื่อนออกไป,97,10440000,11797200,พจน์ สมบูรณ์,2024-03-13,2024-12-19
MLS154,PRJ029,ส่งมอบงาน - โครงการอาคารสำนักงาน แห่งที่ 29,ส่งมอบงาน,2025-08-01,,ยังไม่เริ่ม,49,13050000,12397500,พจน์ สมบูรณ์,2024-03-13,2024-12-19
MLS155,PRJ029,ทดสอบระบบ - โครงการอาคารสำนักงาน แห่งที่ 29,ทดสอบระบบ,2025-04-22,2025-05-06,เสร็จสิ้น,62,11310000,11310000,พจน์ สมบูรณ์,2024-03-13,2024-12-19
MLS156,PRJ029,เริ่มโครงการ - โครงการอาคารสำนักงาน แห่งที่ 29,เริ่มโครงการ,2026-07-18,2026-07-20,กำลังดำเนินการ,3,12180000,7551600,พจน์ สมบูรณ์,2024-03-13,2024-12-19
MLS157,PRJ029,ทดสอบระบบ - โครงการอาคารสำนักงาน แห่งที่ 29,ทดสอบระบบ,2026-06-08,2026-06-22,ยกเลิก,82,10440000,11484000,พจน์ สมบูรณ์,2024-03-13,2024-12-19
MLS158,PRJ030,งานระบบ - โครงการโรงพยาบาล แห่งที่ 30,งานระบบ,2025-05-08,,ยังไม่เริ่ม,43,72720000,44359200,สุมาลี ทองดี,2023-02-12,2024-10-25
MLS159,PRJ030,เริ่มโครงการ - โครงการโรงพยาบาล แห่งที่ 30,เริ่มโครงการ,2025-01-27,,ยังไม่เริ่ม,27,33330000,28330500,สุมาลี ทองดี,2023-02-12,2024-10-25
MLS160,PRJ030,ส่งมอบงาน - โครงการโรงพยาบาล แห่งที่ 30,ส่งมอบงาน,2025-05-02,2025-05-26,ยกเลิก,29,42420000,45389400,สุมาลี ทองดี,2023-02-12,2024-10-25
MLS161,PRJ030,เริ่มโครงการ - โครงการโรงพยาบาล แห่งที่ 30,เริ่มโครงการ,2024-08-26,,ยังไม่เริ่ม,60,75750000,76507500,สุมาลี ทองดี,2023-02-12,2024-10-25
MLS162,PRJ030,งานตกแต่ง - โครงการโรงพยาบาล แห่งที่ 30,งานตกแต่ง,2024-08-31,2024-08-29,ยังไม่เริ่ม,39,30300000,21513000,สุมาลี ทองดี,2023-02-12,2024-10-25
MLS163,PRJ030,ส่งมอบงาน - โครงการโรงพยาบาล แห่งที่ 30,ส่งมอบงาน,2024-09-26,2024-09-26,ยังไม่เริ่ม,14,84840000,54297600,สุมาลี ทองดี,2023-02-12,2024-10-25
